player_name,value,club,age,data
汤姆·希顿,300万,伯恩利,32,2018.12
汤姆·希顿,300万,伯恩利,33,2019.06
汤姆·希顿,600万,阿斯顿维拉,33,2019.09
汤姆·希顿,600万,阿斯顿维拉,33,2019.12
汤姆·希顿,480万,阿斯顿维拉,33,2020.04
汤姆·希顿,350万,阿斯顿维拉,34,2020.1
汤姆·希顿,180万,阿斯顿维拉,34,2021.03
汤姆·希顿,100万,阿斯顿维拉,35,2021.06
汤姆·希顿,100万,曼联,35,2021.12
汤姆·希顿,80万,曼联,36,2022.06
汤姆·希顿,60万,曼联,36,2022.11
汤姆·希顿,50万,曼联,37,2023.06
汤姆·希顿,25万,曼联,37,2023.12
汤姆·希顿,25万,曼联,38,2024.05
汤姆·希顿,25万,曼联,38,2024.12
