player_name,date,value,club,age
梅森·芒特 ,1.66743E+12,7500万,,
梅森·芒特 ,1.67892E+12,6500万,,
梅森·芒特 ,1.68721E+12,6000万,,
梅森·芒特 ,1.70294E+12,4500万,,
梅森·芒特 ,1.71037E+12,4000万,,
梅森·芒特 ,1.71676E+12,3500万,,
梅森·芒特 ,1.7343E+12,3200万,,
梅森·芒特 ,1.74225E+12,2800万,,
帕特里克·多尔古,1.68661E+12,40万,,
帕特里克·多尔古,1.69698E+12,250万,,
帕特里克·多尔古,1.70303E+12,700万,,
帕特里克·多尔古,1.71754E+12,1200万,,
帕特里克·多尔古,1.73448E+12,2000万,,
帕特里克·多尔古,1.74225E+12,2500万,,
卢克·肖 ,1.35509E+12,150万,,
卢克·肖 ,1.35933E+12,450万,,
卢克·肖 ,1.37272E+12,700万,,
卢克·肖 ,1.38974E+12,1100万,,
卢克·肖 ,1.39155E+12,1300万,,
卢克·肖 ,1.40779E+12,2200万,,
卢克·肖 ,1.4237E+12,2100万,,
卢克·肖 ,1.4357E+12,2100万,,
卢克·肖 ,1.45497E+12,2100万,,
卢克·肖 ,1.47E+12,2100万,,
卢克·肖 ,1.48755E+12,2000万,,
卢克·肖 ,1.4986E+12,2000万,,
卢克·肖 ,1.50871E+12,1800万,,
卢克·肖 ,1.51485E+12,1500万,,
卢克·肖 ,1.52746E+12,1500万,,
卢克·肖 ,1.53973E+12,1800万,,
卢克·肖 ,1.54517E+12,1800万,,
卢克·肖 ,1.55174E+12,2500万,,
卢克·肖 ,1.56038E+12,3000万,,
卢克·肖 ,1.57593E+12,2200万,,
卢克·肖 ,1.5863E+12,1750万,,
卢克·肖 ,1.59606E+12,2200万,,
卢克·肖 ,1.60254E+12,2200万,,
卢克·肖 ,1.61602E+12,2500万,,
卢克·肖 ,1.62215E+12,3500万,,
卢克·肖 ,1.6263E+12,4200万,,
卢克·肖 ,1.64021E+12,4200万,,
卢克·肖 ,1.65524E+12,3800万,,
卢克·肖 ,1.66319E+12,3000万,,
卢克·肖 ,1.66743E+12,2800万,,
卢克·肖 ,1.67892E+12,3500万,,
卢克·肖 ,1.68721E+12,4200万,,
卢克·肖 ,1.70294E+12,3800万,,
卢克·肖 ,1.71037E+12,3500万,,
卢克·肖 ,1.71676E+12,3200万,,
卢克·肖 ,1.72773E+12,2800万,,
卢克·肖 ,1.7343E+12,2000万,,
卢克·肖 ,1.74225E+12,1600万,,
哈里·马奎尔,1.31517E+12,5万,,
哈里·马奎尔,1.33168E+12,15万,,
哈里·马奎尔,1.35311E+12,25万,,
哈里·马奎尔,1.37928E+12,75万,,
哈里·马奎尔,1.40779E+12,300万,,
哈里·马奎尔,1.42473E+12,200万,,
哈里·马奎尔,1.44305E+12,200万,,
哈里·马奎尔,1.4611E+12,250万,,
哈里·马奎尔,1.47E+12,250万,,
哈里·马奎尔,1.48755E+12,250万,,
哈里·马奎尔,1.4986E+12,800万,,
哈里·马奎尔,1.51485E+12,1500万,,
哈里·马奎尔,1.52746E+12,2500万,,
哈里·马奎尔,1.53169E+12,3500万,,
哈里·马奎尔,1.53411E+12,4500万,,
哈里·马奎尔,1.54517E+12,4500万,,
哈里·马奎尔,1.56038E+12,5000万,,
哈里·马奎尔,1.56824E+12,7000万,,
哈里·马奎尔,1.57593E+12,7000万,,
哈里·马奎尔,1.5863E+12,5600万,,
哈里·马奎尔,1.60254E+12,5000万,,
哈里·马奎尔,1.60816E+12,4000万,,
哈里·马奎尔,1.61602E+12,4000万,,
哈里·马奎尔,1.62215E+12,4500万,,
哈里·马奎尔,1.6263E+12,5000万,,
哈里·马奎尔,1.64021E+12,4800万,,
哈里·马奎尔,1.6485E+12,4000万,,
哈里·马奎尔,1.65524E+12,3800万,,
哈里·马奎尔,1.66319E+12,3000万,,
哈里·马奎尔,1.66743E+12,3000万,,
哈里·马奎尔,1.67892E+12,2500万,,
哈里·马奎尔,1.68721E+12,2000万,,
哈里·马奎尔,1.70294E+12,2000万,,
哈里·马奎尔,1.71676E+12,1800万,,
哈里·马奎尔,1.7343E+12,1500万,,
卡塞米罗,1.28372E+12,75万,,
卡塞米罗,1.29194E+12,100万,,
卡塞米罗,1.29824E+12,400万,,
卡塞米罗,1.30671E+12,600万,,
卡塞米罗,1.31111E+12,800万,,
卡塞米罗,1.3233E+12,750万,,
卡塞米罗,1.32814E+12,650万,,
卡塞米罗,1.33781E+12,650万,,
卡塞米罗,1.35466E+12,450万,,
卡塞米罗,1.36002E+12,450万,,
卡塞米罗,1.36805E+12,500万,,
卡塞米罗,1.37185E+12,600万,,
卡塞米罗,1.39043E+12,600万,,
卡塞米罗,1.40581E+12,600万,,
卡塞米罗,1.42413E+12,700万,,
卡塞米罗,1.4357E+12,1000万,,
卡塞米罗,1.44815E+12,1500万,,
卡塞米罗,1.4561E+12,1500万,,
卡塞米罗,1.45998E+12,1600万,,
卡塞米罗,1.46853E+12,2000万,,
卡塞米罗,1.48521E+12,2500万,,
卡塞米罗,1.49661E+12,3000万,,
卡塞米罗,1.51476E+12,4000万,,
卡塞米罗,1.52167E+12,6000万,,
卡塞米罗,1.52763E+12,6000万,,
卡塞米罗,1.54094E+12,7000万,,
卡塞米罗,1.54535E+12,7000万,,
卡塞米罗,1.5602E+12,6000万,,
卡塞米罗,1.5768E+12,7000万,,
卡塞米罗,1.58336E+12,8000万,,
卡塞米罗,1.5863E+12,6400万,,
卡塞米罗,1.60211E+12,6500万,,
卡塞米罗,1.6098E+12,7000万,,
卡塞米罗,1.62328E+12,7000万,,
卡塞米罗,1.64082E+12,6000万,,
卡塞米罗,1.64782E+12,5000万,,
卡塞米罗,1.65421E+12,4000万,,
卡塞米罗,1.66319E+12,5000万,,
卡塞米罗,1.66743E+12,5000万,,
卡塞米罗,1.68721E+12,4000万,,
卡塞米罗,1.70294E+12,3000万,,
卡塞米罗,1.71676E+12,2000万,,
卡塞米罗,1.72773E+12,1500万,,
卡塞米罗,1.7343E+12,1200万,,
林德洛夫,1.3074E+12,8万,,
林德洛夫,1.33591E+12,0万,,
林德洛夫,1.3525E+12,15万,,
林德洛夫,1.38387E+12,50万,,
林德洛夫,1.39285E+12,100万,,
林德洛夫,1.4357E+12,150万,,
林德洛夫,1.45627E+12,250万,,
林德洛夫,1.46473E+12,800万,,
林德洛夫,1.46974E+12,1200万,,
林德洛夫,1.48772E+12,1800万,,
林德洛夫,1.49843E+12,2200万,,
林德洛夫,1.51485E+12,2500万,,
林德洛夫,1.52746E+12,2500万,,
林德洛夫,1.54517E+12,2500万,,
林德洛夫,1.55174E+12,3500万,,
林德洛夫,1.56038E+12,3500万,,
林德洛夫,1.57593E+12,3500万,,
林德洛夫,1.5863E+12,2800万,,
林德洛夫,1.60254E+12,2400万,,
林德洛夫,1.61602E+12,2400万,,
林德洛夫,1.62241E+12,2400万,,
林德洛夫,1.64021E+12,2400万,,
林德洛夫,1.65524E+12,2200万,,
林德洛夫,1.66319E+12,1800万,,
林德洛夫,1.66743E+12,1500万,,
林德洛夫,1.68721E+12,1800万,,
林德洛夫,1.70294E+12,1800万,,
林德洛夫,1.71037E+12,1500万,,
林德洛夫,1.71676E+12,1500万,,
林德洛夫,1.7343E+12,1000万,,
巴因德尔,1.43752E+12,2万,,
巴因德尔,1.47268E+12,2万,,
巴因德尔,1.49877E+12,5万,,
巴因德尔,1.51779E+12,5万,,
巴因德尔,1.52763E+12,15万,,
巴因德尔,1.54656E+12,25万,,
巴因德尔,1.5596E+12,60万,,
巴因德尔,1.57014E+12,400万,,
巴因德尔,1.57801E+12,600万,,
巴因德尔,1.5863E+12,540万,,
巴因德尔,1.59649E+12,800万,,
巴因德尔,1.60868E+12,1100万,,
巴因德尔,1.61585E+12,1350万,,
巴因德尔,1.62189E+12,1400万,,
巴因德尔,1.63399E+12,1600万,,
巴因德尔,1.64125E+12,1500万,,
巴因德尔,1.64868E+12,1550万,,
巴因德尔,1.65403E+12,1600万,,
巴因德尔,1.66302E+12,1500万,,
巴因德尔,1.66682E+12,1300万,,
巴因德尔,1.67875E+12,1300万,,
巴因德尔,1.68618E+12,1100万,,
巴因德尔,1.6968E+12,1000万,,
巴因德尔,1.70294E+12,1000万,,
巴因德尔,1.71676E+12,1000万,,
巴因德尔,1.7343E+12,1000万,,
埃里克森,1.26403E+12,20万,,
埃里克森,1.26697E+12,50万,,
埃里克森,1.27094E+12,200万,,
埃里克森,1.28061E+12,300万,,
埃里克森,1.29522E+12,350万,,
埃里克森,1.29885E+12,500万,,
埃里克森,1.30809E+12,700万,,
埃里克森,1.315E+12,900万,,
埃里克森,1.32572E+12,1300万,,
埃里克森,1.34101E+12,1600万,,
埃里克森,1.36969E+12,1800万,,
埃里克森,1.38974E+12,1800万,,
埃里克森,1.40779E+12,2000万,,
埃里克森,1.4237E+12,2700万,,
埃里克森,1.4357E+12,2700万,,
埃里克森,1.45497E+12,2900万,,
埃里克森,1.47E+12,3100万,,
埃里克森,1.48755E+12,3500万,,
埃里克森,1.4986E+12,4000万,,
埃里克森,1.50871E+12,5000万,,
埃里克森,1.51485E+12,7000万,,
埃里克森,1.52746E+12,8000万,,
埃里克森,1.54517E+12,8000万,,
埃里克森,1.55174E+12,8500万,,
埃里克森,1.56038E+12,10000万,,
埃里克森,1.57593E+12,9000万,,
埃里克森,1.58319E+12,8500万,,
埃里克森,1.5863E+12,6800万,,
埃里克森,1.59831E+12,6000万,,
埃里克森,1.60393E+12,5000万,,
埃里克森,1.6092E+12,3500万,,
埃里克森,1.62198E+12,4000万,,
埃里克森,1.63952E+12,1500万,,
埃里克森,1.65524E+12,2000万,,
埃里克森,1.66319E+12,2200万,,
埃里克森,1.66743E+12,2500万,,
埃里克森,1.68721E+12,2200万,,
埃里克森,1.6968E+12,1800万,,
埃里克森,1.70294E+12,1300万,,
埃里克森,1.71037E+12,1000万,,
埃里克森,1.71676E+12,800万,,
埃里克森,1.7343E+12,600万,,
托比·科利尔,1.71037E+12,20万,,
托比·科利尔,1.72773E+12,200万,,
托比·科利尔,1.7343E+12,300万,,
托比·科利尔,1.74225E+12,500万,,
乔尼·埃文斯 ,1.17927E+12,50万,,
乔尼·埃文斯 ,1.21512E+12,100万,,
乔尼·埃文斯 ,1.23534E+12,300万,,
乔尼·埃文斯 ,1.24631E+12,550万,,
乔尼·埃文斯 ,1.26437E+12,850万,,
乔尼·埃文斯 ,1.28165E+12,1000万,,
乔尼·埃文斯 ,1.29651E+12,900万,,
乔尼·埃文斯 ,1.31275E+12,700万,,
乔尼·埃文斯 ,1.32848E+12,800万,,
乔尼·埃文斯 ,1.34049E+12,950万,,
乔尼·埃文斯 ,1.35933E+12,1300万,,
乔尼·埃文斯 ,1.37272E+12,1300万,,
乔尼·埃文斯 ,1.38974E+12,1300万,,
乔尼·埃文斯 ,1.40779E+12,1000万,,
乔尼·埃文斯 ,1.4237E+12,800万,,
乔尼·埃文斯 ,1.4357E+12,600万,,
乔尼·埃文斯 ,1.45497E+12,600万,,
乔尼·埃文斯 ,1.46473E+12,600万,,
乔尼·埃文斯 ,1.47E+12,600万,,
乔尼·埃文斯 ,1.48755E+12,600万,,
乔尼·埃文斯 ,1.4986E+12,700万,,
乔尼·埃文斯 ,1.50871E+12,1500万,,
乔尼·埃文斯 ,1.51485E+12,1500万,,
乔尼·埃文斯 ,1.52746E+12,1500万,,
乔尼·埃文斯 ,1.54517E+12,1200万,,
乔尼·埃文斯 ,1.56038E+12,1000万,,
乔尼·埃文斯 ,1.56824E+12,1200万,,
乔尼·埃文斯 ,1.57593E+12,1500万,,
乔尼·埃文斯 ,1.5863E+12,1200万,,
乔尼·埃文斯 ,1.60254E+12,1000万,,
乔尼·埃文斯 ,1.61602E+12,700万,,
乔尼·埃文斯 ,1.6231E+12,700万,,
乔尼·埃文斯 ,1.64021E+12,500万,,
乔尼·埃文斯 ,1.65524E+12,400万,,
乔尼·埃文斯 ,1.66743E+12,300万,,
乔尼·埃文斯 ,1.68721E+12,200万,,
乔尼·埃文斯 ,1.70294E+12,200万,,
乔尼·埃文斯 ,1.71676E+12,200万,,
乔尼·埃文斯 ,1.7343E+12,150万,,
艾登·赫文,1.71037E+12,30万,,
艾登·赫文,1.7343E+12,30万,,
艾登·赫文,1.74225E+12,150万,,
汤姆·希顿,1.13909E+12,10万,,
汤姆·希顿,1.17745E+12,10万,,
汤姆·希顿,1.20208E+12,20万,,
汤姆·希顿,1.22385E+12,25万,,
汤姆·希顿,1.23137E+12,150万,,
汤姆·希顿,1.28787E+12,125万,,
汤姆·希顿,1.32857E+12,75万,,
汤姆·希顿,1.34032E+12,50万,,
汤姆·希顿,1.36218E+12,50万,,
汤姆·希顿,1.37358E+12,60万,,
汤姆·希顿,1.38914E+12,120万,,
汤姆·希顿,1.40762E+12,200万,,
汤姆·希顿,1.4237E+12,250万,,
汤姆·希顿,1.44305E+12,300万,,
汤姆·希顿,1.4611E+12,300万,,
汤姆·希顿,1.46473E+12,300万,,
汤姆·希顿,1.47E+12,300万,,
汤姆·希顿,1.48755E+12,350万,,
汤姆·希顿,1.4986E+12,400万,,
汤姆·希顿,1.51485E+12,400万,,
汤姆·希顿,1.52746E+12,400万,,
汤姆·希顿,1.54517E+12,300万,,
汤姆·希顿,1.56038E+12,300万,,
汤姆·希顿,1.56824E+12,600万,,
汤姆·希顿,1.57593E+12,600万,,
汤姆·希顿,1.5863E+12,480万,,
汤姆·希顿,1.60254E+12,350万,,
汤姆·希顿,1.61602E+12,180万,,
汤姆·希顿,1.6231E+12,100万,,
汤姆·希顿,1.64021E+12,100万,,
汤姆·希顿,1.65524E+12,80万,,
汤姆·希顿,1.66743E+12,60万,,
汤姆·希顿,1.68721E+12,50万,,
汤姆·希顿,1.70294E+12,25万,,
汤姆·希顿,1.71676E+12,25万,,
汤姆·希顿,1.7343E+12,25万,,
